username,num_posts,date_posted,date_experienced,rating,review_title,review_text
,,,,,,
SoCalNativeGirl,22,Jan-15,Jan-15,20,"Don't waste your time on this one, see the other museums","Outside of experiencing the intricate kinetic biomorphic sculpture called Custos Cavum (by Choe U-Ram), made out of metal, motors and<br/>machinery, there is not much else worth seeing here.  If you only have a short trip to Singapore, you'll get much more out of the Art &amp; Science Museum (which is art in itself) and especially, the Asian Civilizations Museum, where art and beauty in all its practical forms tell a story of the cultures that played a role in Singapore's history."
,,,,,,
Ratizol B,3,Jan-15,NA,20,Waste of time,"While staying in a new city I'm trying to see the modern art exibits or musuem . So I did in Singapore . If you have nothing  better to do , if it is raining , your flight was cancelled , etc go there , otherwise it is waste of time . Very few interesting things in big buldings in many rooms . The most exciting was the nice stuff , in each room there are 2-3 persons , one opening the door , the other is the guard , I have no idea what are they protecting , the plenty of photos ? To summerize : better to spend more time in Botanic Garden , it is unique and big , and nice ! <br/>Forget Art Museum go to Botanic Garden !"
,,,,,,
highfever88,"2,277",Jan-15,Oct-14,50,Take The Guided Tour,"Admission fee was SGD10 and it was really worth it. Extensive collection of arts. It was under renovation at our time of visit, but it didn't mar our visit. We were lucky as at the time we were there, the guided tour had just started and we joined in. It was very informative, the guide was very good, a lot of interaction, asking questions that made us think... If your time permits, it's highly recommended to go with the guided tour."
,,,,,,
Mohan126,219,Dec-14,Dec-14,40,A Modern Art Museum,"Located in a modern low rise building. The museum had some visually intriguing displays such as the video projection on wood cut-outs of individuals eating or walking giving an illusion of real persons on the move. An interesting lenticular print of Story of a City. The most fascinating peace on display as a part of 'Signature Art Prize 2014' display was 'Custos Cavum' an intricate kinetic biomorphic sculptures out of metal, motor and machinery that bridges the multiple words behind the veil of known reality.<br/>It is worth a visit one in a while to see the modern video and art combined works."
,,,,,,
ryansg,336,Dec-14,Dec-14,40,Good for art lovers,"The Singapore Art Museum has a collection of art from the Asian region. They are interesting and pretty and you could spend 2-3 hours pleasantly entertained. In addition, since it's a refurbished colonial building you get to see what the inside is like. I liked quite a few of the exhibits - there was a giant sculpture made of real hair, a giant sculpture of a man and photos of Japanese scrolls.<br/><br/>However, I wished that the art was little more thought-provoking, or relevant. One exhibit was a giant screen showing the outside of the 'artist's' room, and the other, the inside, which I thought was inane. <br/><br/>Another gripe I have were the giant beanbags in the chapel. I thought it was really cool to lie in them while watching the video, until the lights went on, and I discovered that the surface of the beanbags had disintegrated and flaked. I hope I didn't inhale pieces of beanbag. :/ Time to change those beanbags!"
,,,,,,
Barry W,62,Dec-14,Dec-14,40,Christmas Eve 2014,My wife and I spent about 3 hours here looking at all the exhibitions. There were  many films and photographs displayed. I expected more sculptures than was there. Overall it's good.
,,,,,,
umamnoer,108,Dec-14,Oct-14,40,better than National Museum,"""what makes art, art?"", to find the answer, you should come to this interesting museum. For me, SAM so much better than National Museum. There's always exhibition in SAM, that's why i fall in love with this place. If you go to SAM, bring your best camera, turn off your mobile phones, and enjoy the art."
,,,,,,
MaximusKoush,22,Dec-14,Nov-14,40,Must Visit Location,Walking in to the Art Museum was a very fortunate things I got to do in Singapore. It seems like a place that lot of things with various interests happens. I liked their exhibitions and enjoyed thoroughly.
,,,,,,
magicb,94,Dec-14,Dec-14,50,Thought provoking,"I really enjoyed my visit to the SAM.  It's an unusual collection of art that provokes you to question ""what art is"" and how you can use art to represent a society and moments is time.  I surprisingly found that a couple of hours went quickly and enjoyed the concept in a couple of the exhibitions that you actually participate in its creation.  <br/><br/>Rather excentric but good fun.  Actually made me understand singapore a little better.  Definitely worth the effort."
,,,,,,
Sean T,48,Dec-14,Dec-14,30,Very random things...,"This ""art"" museum had of coarse lots of art stuff inside it, but it also has lots of things (to my thinking), have nothing to do with art. And many of the scenes inside of the museum (especially in the deeper areas) are quite dark. Out of the big number of staff that were there, only 4 decided to explain to us what the piece meant. So we walked out with lots of pictures with no clue what they are. The pieces themselves are quite nice, and unique. Lots of stuff that I would not have thought of at all. If you do wanna come here, you can by MRT to the City Hall station. There is a fee for tourists but free for Singaporeans."
,,,,,,
KGB777,"38,102",Dec-14,NA,30,Something different,Haven't been here for a long time so decided to pay another visit on a rainy Saturday. Free entrance for Singaporeans and PRs. Displays are quite unusual and a few in the special exhibition section weren't quite to our daughter's liking. Worth a visit for something out of the ordinary. Very close to Bras Basah MRT station.
,,,,,,
Ken D,51,Dec-14,Dec-14,50,well worth a break from the shops to visit,The SAM has an interesting mix of mostly Asian contemporary art in a beautiful heritage building. The kinetic sculpture by Choe U-Ram was worth the entry fee on its own but I was disappointed that the brilliant chapel installation and the beautiful Wu Guanzhong gallery were not open this time.
,,,,,,
Frankspy,81,Dec-14,Feb-14,50,A different discovery,A nice alternative to the ubiquitous consumerism. A very interesting mix of art on display. We were quite surprised when we found this gem.
,,,,,,
Kelebek_13,12,Nov-14,Nov-14,50,I wish I could have more time,"If you love art and design, you must see this museum. There were some incredible exhibitions. I wish I had more than 2 hours to spend time there. Entry is $10 for adults."
,,,,,,
SheilaKaur,17,Nov-14,Oct-14,30,Exhibit ambience,"Visited about a month ago, October 2014. The ambience of the museum is set from the moment you walk in with the oversized caricature of a man in his bathing suit and running shoes, alluding to a fun and bold display onwards, but frankly it was entertaining but not quriky or invigorating. Kids running around in an exhibition about the senses were also unwelcomed. The crowd mostly unimpressed held little promise for intelligent discussions of the pieces. Bored art students roamed unenthused as some halls were closed that day apparently. Yet somehow, some  exhibits were unstoppable! You had to watch, it made you want to play. Would I go back, no. Because it lacked majestic respect for contemporary art."
,,,,,,
rmc_colorado,129,Nov-14,Aug-14,30,Check Out the Free Night,"Other than the building which has a history and interest to it, the overall Art content was less than expected.  One advantage was that on Friday evenings, the Art Museum is free - so take advantage of the price to see what you find in the Art, and admire the interesting building."
,,,,,,
MannyG2000,"1,214",Nov-14,Nov-14,10,Pretentious,"The current exhibit (there isn't any permanent exhibit) features modern art using unusual media. Though there were a few pieces worth looking at, by and large I found the art self-conscious (""Look at me! See how creative I am!""). <br/><br/>The texts (that are supposed to help you make sense of what you are looking at) are pretentious, just so many arty-sounding phrases strung together. You could  switch them to totally different artworks, and in most cases, no one would notice the difference.<br/><br/>Even the physical layout is incomprehensible, with many dead-ends and unclear signage."
,,,,,,
GPenaflorida,"1,129",Nov-14,Oct-14,40,Visits at different times could mean different experiences..,"My first and, up till the recent visit, only time to this place way back in 2007 was not a memorable one as they were in between exhibitions, nothing much was on show, definitely not worth time or money spent. During my recent trip, however, I couldn't have been happier - almost every space was occupied and there was so much to see, watch, do! Besides, now there is the additional space of Art at 8Q just around the corner and there was an exhibition on there too! So, do check out their website or Facebook page to see what's on before you visit to make sure it's worth your  time, effort and money.<br/><br/>The museum is probably one of the easiest to get to - just alight at the Bras Basah MRT station, get out and the building is within sight. Admission fee is S$10 for (adult) foreigners and it covers admissions to the (main) museum as well as the extended space, Art at 8Q.<br/><br/>The main building itself, converted from a previous Catholic boys school,  is charming as most of the indication that it was so are left intact. There are cafes and a gift shop within the building and lockers too for S$1 if you don't feel like lugging your stuff around. Most of the time non-flash photography is allowed but do check before you snap away.<br/><br/>I'm only giving very general information via my review and photos as I feel this is best as you may come at different times and have a different experience. The Sensorium 360o, Medium at Large, People &amp; Places and Still Moving exhibitions were on when I'd visited, which were all great exhibitions, so, I had a great time and my rating is based on this. However  like I'd mentioned earlier, it'd be wise to check out their website/Facebook page to see what's on then decide if you should or not pay a visit."
,,,,,,
ThrowbackTravels,96,Oct-14,Oct-14,50,A Must,"A must place to visit for art lovers. Not as big as Louvre nor as spectacular of Academia, but this museum boasts some of the bests modern art collections! I've been visiting SG for many times now, and I cant believe I just went to this place now! It was worth it!"
,,,,,,
Vania P,19,Oct-14,Oct-14,30,Cool Museum!,"when i'm there.. back in june 2013. it was so quiet for an art gallery on sunday afternoon.. i guess maybe because there was no event on that day and few exhibition are on maintenance. only few people visited this museum n that situation makes me not really happy during my visit.<br/><br/>(+) so many young talented artist put their artwork here. (interactive installation, painting, movie, etc) <br/>(+) the building design is very good. i love the layout, exterior, interior.. great for taking photos.<br/><br/>(-) the admission is quite expensive for foreigner (10 SGD)."
,,,,,,
HTCSydney,43,Oct-14,Oct-14,50,Brilliant art installations,I love everything about the current exhibition taking place at SAM. The sensorium and medium at large exhibitions are fantastic. Lots of interactions with your five senses and so much fun. Staff at SAM are friendly and would take their time to explain each and every installations. Definitely worth going if you are in Singapore.
,,,,,,
Jan E,702,Oct-14,Oct-14,40,SG culture at its most accessible,"One of the many things at which SG excels.... museums! I occasionally drop in with friends and their kids to ""do the art thing"".  I have to admit that I am pretty traditional and unimaginative: I tend to like pictures (1)  the subject of which I recognise; (2) that ""look pretty""!  This gallery features contemporary art (and installations) ..... Love the pieces or hate them, the work always provokes discussion and emotional response.... Sometimes revulsion! It is a small building and very attractive architecturally and the staff couldn't be nicer. There are 2 or 3 eating places on site. Offsite, just around the corner, there is a food court (Kopitiam) and dim sum restaurant (Din Tai Fung) - Gr8 if you are a visitor and want to sample local food while you are here.  You can re-enter the gallery after lunch/all day.  The best way to get here is by MRT as Bras Basah (on the yellow/circle line) is right by the gallery.  I usually get a bit lost using the bus (to get to the gallery) because of the one way system, though in my case getting home is no prob as the bus stop for the return journey is very close. <br/><br/>My latest visit was to the ""Sensorium 360"" exhibition which explored the use of our senses in understanding ourselves and the world around us... This was very interactive and excellent for children. It is so good to be able to introduce them to all this arty stuff without having to say ""Shhhhh!"" all the time!"
,,,,,,
Singaporephotography,5,Oct-14,Jun-14,50,Half Day Trip,"Touring Singapore is extremely easy not just because it's just the size of a city in most major countries but also because of its public transportation, it's extremely efficient, comfortable and affordable. But at the same time it can be quite daunting in site seeing in this tropical island because he weather is hot and humid. So the best way to enjoy site seeing is to divide them into indoor and outdoor, and time of the day. <br/><br/>Since the noon day heat can cook an egg in Singapore, the best thing to do at this time is to visit the art district area which located at Bras Basah MRT train station. In this area you can spend about 4 hours visiting some of the major museums and galleries, another words escape from the heat. Once you get off this station the first museum you will see is Singapore Art Museum also known as SAM for short. It's a white Victorian building, not huge but home to some impressive art works. There is also a DOME Cafe at the corner of the building which has a nice ambient to chill out with a cup of coffee after the visit. For more update info on the shows check out the link http://www.singaporeartmuseum.sg<br/><br/>Directly opposite SAM you will see a park where Singapore Management University(SMU) is located, you can walk through the park and it will get you to another major museum, National Museum of Singapore. This short walk will be quite pleasant because of the shades provided by the big trees. This is another white Victorian building complete with a dome but a lot bigger than SAM, you won't miss it. In this museum it has a Singapore History Gallery which I like it very much, it also offer free daily guided tour in English  at 11am and 2pm from Mondays to Fridays, 11.30am, 2pm and 3.30pm on Saturdays and Sundays. For more updated details you might wanna check out the site http://www.nationalmuseum.sg<br/>This museum usually put up a few shows at once, you can easily spend a good 2 hours or more if you are into history, culture and art. Not to worry if you get tired from walking, inside National Museum of Singapore, there are a bar &amp; restaurant and a cafe, and of cause gift shop if you need to take a break.<br/><br/>If you want more museums visiting, step out of National Museum of Singapore turn right at the main road, walk down to a junction where you will see Armenian Street, turn right again and walk down about 5 min or less and you will see another interesting museum, the Peranakan Museum. This walk you will get some fair amount of sun but it's not too bad. Here is the link to find out more about the current events in this museum. http://www.peranakanmuseum.org.sg/home/home.html<br/><br/>Hope this post help :)"
,,,,,,
Bollinger1979,20,Sep-14,Aug-14,50,Art,"I saw a wonderful photography display by Annie Leibovitz and was able to purchase one of her beautiful photography books. Their staff were very nice and Andy even suggested a restaurant that I might like, he also makes wonderful coffee."
,,,,,,
vmof,125,Sep-14,Sep-14,40,Interactive,I always enjoy visiting museums when I travel. SAM had interactive exhibits and was definitely an interesting visit.
,,,,,,
Christostravels,19,Sep-14,Nov-13,50,Heritage building holds contemporary surprises,The Singapore Art Museum is a great escape from the hustle and bustle of the city and it has a great collection of contemporary and traditional art. The cafe is grand and stylish and the food on offer is delicious.
,,,,,,
Kasia_Slig,69,Sep-14,Aug-14,50,LOVE it!,"SAM is a must for those who visit Singapore. Interactive exhibitions on three levels help to experience the art more profound. Located just near metro station, with Italian restaurant just nearby. And stickers: ART - NO EXPERIENCE NEEDED to be placed on the glass are with me every time I drive."
,,,,,,
Cheeps21,367,Sep-14,Aug-14,50,a place I visit &gt; 5 times year,"It helps that entrance is free for a local like me but I have been frequenting this place for the past 10 years or so. Entrance is free for all on Friday evenings till its closing at 9pm. There are several changes of exhibits a year and though I find some of the modern installation art too abstract/contrived, there is still enough interesting and thought provoking things there that draws me back. <br/><br/>SAM is housed in an intimate former boys' school and I enjoyed strolling through the galleries on Fri evenings to space out at the end of the work week. Don't forget to check out the extension at 8QSAM located 40 m diagonally behind SAM. My fav eating place there is the coffee shop along waterloo street just 50m away from 8QSAM, it serves the best Indian rojak and pretty good chicken rice."
,,,,,,
petanipattaya,9,Sep-14,Aug-14,40,de facto national musuem of singapore,"personally i like SAM more than the Grand Old Dame which is the National Musuem of Singapore.<br/>Night Festival elevated SAM once again to the spot light but the best time as always is visiting it on a normal weekday. I like the architecture and its well curated portfolio of contemporary art with emphasis on South East Asia. Stay real, be more independent, a museum where old and new Singapore converge."
,,,,,,
Shelly T,169,Aug-14,Aug-14,50,Don't miss light show this last weekend in August!,For you that read this soon do not miss the light exhibit this weekend and the harp playing gentleman. Go on their website and check it out. It was amazing!!! Free and awesome.
,,,,,,
JJ012,110,Aug-14,NA,50,Worth to visit,"Much better than I expected. I even though why I didn't visit all these years. I joined museum tour (complimentary), it was helping me that much better understanding about the art pieces. Very close to Raffles/Conrad/Mandarin/Pan Pacific hotels. Entrance fee is $10 per person/Adult."
,,,,,,
Jeff206,522,Aug-14,Aug-14,40,Awesome and unique art museum,"As yet another new place to see in my yearly return trip to Singapore, I decided on yet another museum, this time being the art museum (or SAM as they like to call it), and have to say it was a really cool place to visit! not by any means one of those boring places where you listen to a curator drone on about whatever. You can take it at your own pace and see things as you want. For visitors it's $10 and there are many different floors to see the different exhibitions and all the presentations are supplemented with descriptions. <br/><br/>  A cool fact is that where the museum is presently set up in, used to be the first Catholic chapel in the country and in itself, has a really nice ornate look to it both from the outside and in.<br/> There is lots more to discover and one can view everything on the museum's official website which is linked on the actual Trip Advisor review page for this museum. I had a great time and spent one hour and forty five minutes total going through all the floors and viewing all the displays, installations and paintings.<br/><br/>   Despite the website giving directions, I will share the quickest way on how to get there.<br/>To start, get off at the City Hall MRT junction and walk out to the exit labeled St. Andrew's Cathedral.<br/>   Next, once reaching the street level, walk directly right to the nearest intersection. (It's here at this first intersection that either before or after your visit, right across the street is Raffles City which is a decent size shopping center that features Robinson's as one of the anchor stores. For the underground level, there are a plethora of eateries to choose from along with a supermarket (and includes a place called 'The Cocoa Trees' and is a huge candy shop featuring mostly chocolates but sells a favorite of mine and is the alcohol infused Remi Martin chocolate bar although they have other brands as well that have chocolate as well).<br/><br/>   Anyways, once you cross this first intersection of North Bridge Road and Stamford Road, keep walking past Raffles Place till you reach the very next intersection of North Bridge Road and what will now be Bras Basah Road. It's here that you will want to cross the street now heading west along Bras Basah Road and no longer up NBR. From there, it's just two blocks up and just past the POSB Center and the museum will be on the right hand side.<br/>Enjoy!"
,,,,,,
synicalrules,240,Aug-14,Aug-14,40,Not a bad way to kill a couple of hours,"I haven't been back for a few years, the last time was when they were undergoing major renovations or something and admission was free. Then they had a new exhibit called Sensorium 360 which had just opened a few days ago. <br/><br/>Paid the $10 (tourist rate, locals enter for free), and another $2 for storage locker for my luggage. They have free entry on Friday nights. <br/><br/>It was not a bad way to kill an hour or two, especially in hot Singapore."
,,,,,,
Vallepalli,42,Aug-14,Jul-14,30,July 2014 Visit,"We were lucky enough to be in Singapore on a national holiday when many museums have free admission  - even for the tourists.  We were able to visit SAM for free and it was a nice visit.  It was a good introduction to modern art for my son - he was able to see some very interesting pieces.  I thought the descriptions were well done.  The museum had a number of activities going on for children the day we were there - maybe because of the holiday.  There were at least 4-5 different art activities the kids could participate in.  Not a very big museum, but it is in a lovely old building.  Worth a visit."
,,,,,,
Sue T,"1,055",Jul-14,Jul-14,40,Lovely museum complex in gracious old building,"We enjoyed our visit here. We spent about 2 hours on the current year long exhibition exploring modern art and how contemporary artists are reinventing medium and for. We were presented with some provocative pieces that made us stop and think more often than some recent exhibitions we've attended have. The interpretive signage was excellent. I liked the fact that the works were well spaced across the rooms available rather than being crowded. I also liked that many of the artists were Asian, so new to us.<br/><br/>My only negative is that navigating around the place, which is big, is confusing ... And at 3.45pm on a Friday the museum shop was closed."
,,,,,,
Victoria L,1,Jul-14,NA,50,Easy to get to and a great alternative to shopping! ,"This is the best day out I've had my whole trip. If you're tired of shopping, the museum is only a few stops down from orchard &amp; you can switch at many stations to get here. The price to get in is great - $10 for adults $5 for students w/ID. Really friendly staff that help you if you're lost. The museum is literally right across the road from the Bras Basah MRT, so you won't get lost. It was a shame half the museum was closed due to installation of another exhibition coming in august but the Medium at Large exhibition was fabulous!"
,,,,,,
Budgie24,281,Jul-14,May-14,30,for me..it was ok..,"I personally had high hopes for this gallery...but it was mainly modern art &amp; not quite my taste, but hey...but please dont let me put you off! Art is to taste...the presentation is great in all formats...felt weird being in the hospital church, now used as a gallery....still giving you the sense that its always going to look like a church!.......great building though!!!"
,,,,,,
SunnyandYou,7,Jul-14,Jul-14,50,a mordern art museum,"Very good collection ; regular event and exhibition ; promotion of Asian artists. You must visit it!<br/>The Singapore Art Museum  presents contemporary art practices of Singapore and the Southeast Asian region. SAM has amassed one of the world's largest public collections of modern and contemporary Southeast Asian artworks, with a growing component in international contemporary art."
,,,,,,
eureek4,115,Jun-14,May-14,30,"stunning building, average collection","I love the old-vintage-building, the exterior and interior. <br/>but that's all.<br/>There were only view showroom open, with less collections. I don't feel this museum is fit with ""art museum"" since I feel it was less artsy. <br/>Then, I went to SAM and expect more modern art collection. But again, I dissapointed because all I found was photos collection.<br/>However, the building was really stunning, so I spend more time to admire the beauty and took photos of it.<br/>too bad I didn't have time to sit back and sip coffee and the cafe at that time, since I need to rush to another place."
,,,,,,
Pam S,74,Jun-14,Jun-14,30,Contemporary Art galore,"It was OK, but not what I wanted to spend time on while in Singapore.  Lots of contemporary art that you can find most anywhere.  Fortunately, if you go on a Friday night, entrance is free after 6."
,,,,,,
ct1978,27,Jun-14,NA,40,Only go if you like modern art ,"This is not an art museum for tourists. It's an art museum for artists and people who like modern and contemporary art. <br/>For me it was great because it articulated some of the discomfort I have been feeling over the last few days about y the sterility and suppression of self expression I perceived in the environment.<br/>Unearthed in the main building was excellent. The secondary building, q8 not so much. <br/>So go if you would go to an art museum at home. Otherwise go somewhere else."
,,,,,,
cindybonita,5,Jun-14,Jun-14,30,Average,"Very convenient and strategic place, near Bras Basah MRT station and walkable from Bugis. Moreover, a lot of food places around the museum and bus stations as well. There are various exhibitions and some of them are interactive. It is worth for $10 tho. But there are not many stuffs inside"
,,,,,,
Iamalwayslost,517,Jun-14,Feb-14,50,A Fantistic Museum,"This is the first stop during my stays in Singapore.  The variety or shows and artist shown is outstanding and extremely well curated. I am always amazed at the diversity of imagery and thought put in to staging each show they have.  There is also a good cafe and excellent restaurant on the premise.  I always look forward to being amazed at what I see there.  Hint, hint, how about a show sometime?"
,,,,,,
wingate,"2,260",May-14,May-14,30,nuts and bolts,At the beginning of my tour I was shown into a darkened room where I saw some bright shiny objects.they were made out of nuts and bolts.this was the only highlight of my visit.the museum is in a fine old colonial building.
,,,,,,
gladysh0,4,May-14,Jul-13,30,marvelous building!,it is amazing to visit there at night! it is so beautiful!!! and you can enjoy free entry on Friday night! and it is near Bras Basah MRT station! very convenient!
,,,,,,
Samwise180,29,May-14,Jun-13,10,Very disappointed,Did not find any part of this museum worth seeing. A lot of the walls were empty or even entire room closed off. The artwork that was there was uninspiring. After getting lost and getting trapped in the lift for 30mins I'd had enough and left very disappointed. The only saving grace was that the entry fee also included entry to the childrens art museum round the corner! 100x better than the main museum but still an overall mediocre day out.
,,,,,,
Miriam B,14,May-14,NA,10,Disappointing ,"For the admission fee you get to see pretty much, well... Nothing. The museums kind of a joke. For contemporary art, browse through private galleries."
,,,,,,
Wabma,124,May-14,Mar-14,40,lovely art museum,"Lovely calm small museum, don't expect the Tate Modern or MOMA but still a nice way to kill a few hours. Lovely historical old colonial building sympathetically restored. Well curated exhibitions of modern art.  I really enjoyed it, perfect as we didn't have the time to do a bigger museum."
,,,,,,
dancingfeetManila,315,May-14,Apr-14,20,So So,"I do not find the museum interesting at all. Been to better ones but kudos to all the staff assigned in each display area, they are very knowledgable about the work on display and they would at the snap of a finger readily share this to you.  Would recommend you to visit Asian Civilization Museum  instead for a well sent afternoon. Over all feeling after visiting SAM, empty, big gallery but few displays, and the displays are maybe "" too modern "" for me ?"
,,,,,,
Out 2 Travel,248,Apr-14,Apr-14,30,There's nothing much to see,"We went here last Sunday (27 April, 2014). We thought that we will be spending at least 4 hours to explore the Museum but we were wrong. The Museum is very small. It only comprises of 3 storey and there's nothing much to see. <br/><br/>No interesting activity. Though, they have a lot of short films that you can watch from each galleries - Indie films.<br/><br/>The only good thing I liked with this Museum was the ventilation. It is fully covered of a glass walls and it is airconditioned. Toilet is also well maintained and the Staff were all friendly.<br/><br/>Flash is not allowed. They allow you to use a tripod - but don't bother to bring it as there is nothing much to see. You can wear a comfortable rubber shoes to explore the place. <br/><br/>You only need less than 1 hour to see everything. For us, we only spent less than 30 minutes.<br/><br/>Just like the other review, as a tourist visiting this place for $10/person is not worth it. Don't disappoint yourself. Better, skip and find other interesting attractions in Singapore."
,,,,,,
eaker_face,97,Apr-14,NA,30,Limited collection but a nice vibe,"The museum itself isn't very big so it has a limited amount of display space (though having said that it was not all being used). There is a strong focus on modern art. I think if you are expecting something like the tate or moma you will be disappointed,  but it is a nice museum for what it is."
,,,,,,
KICon,402,Apr-14,Apr-14,30,"Enjoyable but relatively small modern, contemporary collection","Perhaps not as 'average' as the Tripadvisor score allows, SAM is at least interesting for having completely embraced modern and contemporary art. The exhibitions on display - Unearthed, Not Against Interpretation and the permanent Learning Gallery - traversed a wide variety of mediums including sculpture, installation, moving image, photography and more. There is a separate smaller gallery around the corner from the main building (the old Mission on Bras Basah Rd), so keep your sticker and follow the arrows out front. <br/>The whole visit probably takes around 1 to 2 hours, depending on how many galleries are open. The shop is small but has some nice pieces to take home."
,,,,,,
CORSydney,153,Apr-14,Apr-14,10,Very poor - not worth visiting,I have been to many museums and galleries over the years large and small. Even helped designed a few. This is the first time I have been disappointed and left feeling ripped off despite the relatively small entrance fee. The works we saw were very poor and very few. Most student exhibitions I have seen were more interesting and better resolved. In addition several areas of the museum were closed off. The art seemed secondary to the restaurants dotted around the building. Did not visit the annex. If you want to inspire your children to see more art this is not the place to go. To top it all off the staff we met were not friendly. Left and went to the ArtScience Museum instead.
,,,,,,
Tay328,7,Apr-14,Jun-13,40,The art museum,"One thing I like most about Singapore is the easiness of travelling. MRT services can literally bring you to anywhere in Singapore. As for Museum, I would said that it is quite interesting although I am not a very artistic person. The admission is very reasonable with just 10 sgd. I saw a great deal of classical art collections in which I found to be very fine and beautiful. Most of the collections are acquisition from south east asia and I think only a small proportion of them is from the wider asian region. Nonetheless, if you're someone who wish to know more about this region of the world and I recommend you paying here a visit."
,,,,,,
Andrew H,559,Apr-14,Apr-14,20,Very disappointing,"Free for locals and PRs, but not worth the $10 for visitors and EP holders.  Just wasted an hour of my life on this one. Maybe the xhibitions will improve, but dont bother at the moment."
,,,,,,
boyd579,63,Mar-14,Aug-13,40,Modern art fare for visitors,Great selection of local artists with a wide range and mixture of art styles. Interesting perspective on the local art culture.
,,,,,,
Paul L,704,Mar-14,Nov-13,30,A nice interlude,"Singapore Art Museum is easily recognised and easily accessible given it has an MRT stop darn near around the corner from it. It also is possible to get a ticket for it that also covers your entry to the National Museum and the Peranakan Museum so you can really push your money further by taking this option.<br/><br/>The attraction itself has a quality exactly in proportion to your desire to look at a range of traditional and some abstract art pieces. If this is your thing you'll probably enjoy it, if you are not so keen on such things you'll probably just saunter through it at a relaxed pace, taking in the sights before heading on to one of the other aforementioned museums.<br/><br/>The gift shop here was not as well supplied with relevant items as that of the National Museum on my visit."
,,,,,,
donzero,51,Mar-14,Mar-14,40,we got in for free!,"too bad when we arrived they were putting up installations and only one gallery was open. despite this, they let us in free of charge and the staff was accommodating and very helpful. <br/>inspite of that, we had a great time visiting the museum. <br/><br/>you might want to check out Food For Thought. a restaurant beside the museum. they serve breakfast all day with great tasting food, friendly staff and artsy ambiance."
,,,,,,
Jon P,162,Feb-14,Feb-14,50,very nice art museum,The exhibitions in the SAM were pretty good. And the place is huuuge. After we finished in the first building it continued in another building across the street.<br/>If you go there on a friday after 6pm it's free entry.
,,,,,,
AsvoriaKuan,39,Feb-14,Feb-14,50,Best art place in Singapore,"Visited SAM during Singapore Biennale of the year. It's free admission on the last day. Great art pieces were displayed. Many of the art works are new, emotion touching and it's a great experience. It's not really a ""Museum"" displaying old well known expensive pieces. It's more like a great gallery, displaying carefully selected pieces which will touch the every emotion in us."
,,,,,,
Ann T,"1,084",Feb-14,Nov-13,50,Great biennale,I've always enjoyed this art museum but this visit was even better. It was the core of the Singapore Art Bienniale and it was full of wonderful installations and art work. I went on a great tour led by a delightful and informative volunteer. An afternoon well spent.
,,,,,,
erjohnston,94,Feb-14,Feb-14,40,SAM during Biennale 2013,I liked that the museum offered foreign student discounts on tickets.  The Biennale tickets are good for a single entry at 3 different museums so I didn't feel rushed to visit 3 museums in a single day.
,,,,,,
Halkidis,"4,674",Jan-14,Jan-14,50,Interesting place,"I have never been that much of a art fan, but this is actually quite interesting place. Situated near National Museum, so easy to spend whole afternoon in these two places. MRT station near, so easy to get, Check all pictures, so you get good impression what kind of place it is"
,,,,,,
TravelprOfessiOnal30,114,Jan-14,Jan-14,30,Nice place,If an art museum is good its always if you like the exhibition. This time it was not to my liking. BUT the museum is a great place.
,,,,,,
Adrian F,122,Jan-14,Jan-14,50,The 2013 Biennale is superb,"Spent an afternoon taking in the Biennale.  The quality of the work on display ranged from good to extraordinary.  Admission, was the best 10 Singapore dollars we spent on our visit.  The Singapore Art Museum should be on all visitors' list of to-do."
,,,,,,
HFLin,7,Jan-14,Jan-14,50,Go for Biennale,You will see lots of great contemporary works from Southeast Asian artists. Different language museum guides and lectures are great. Don't forget 8Q SAM nearby. Please give yourself for more than one day to visit the biennale.
,,,,,,
milvoon,102,Jan-14,Jan-14,50,Check out the Singapore Biennale before it ends!,"Until 16th February 2014, there's the Singapore Biennale going on at several sites in Singapore. SAM is the main site - with lots of interesting installations, a few of interactive ones (my favourite is a visual and audio installation from teamlab on level 3!).<br/><br/>Besides the Biennale works, there are also several on-going exhibitions, which you will enjoy too. Allocate at least 1-2 hours to cover the whole place.<br/><br/>Entry is free for Singaporeans and PRs, SGD 5 for students and SGD 10 for foreigners - you can use the same ticket to get into SAM @ 8Q, National Museum of Singapore, Peranakan Museum - for the rest of the Biennale art work."
,,,,,,
Tim M,70,Jan-14,Jan-14,40,This is a review for 8Q SAM,"Definitely not everyone's cup of tea.  During our visit there on Monday, January 6, 2014, there was a good mix of interesting, thought-provoking, and WHAAA??? art on display.  I'd say visit regardless of how you feel about art.  Keep an open mind."
,,,,,,
LondonTeacher316,11,Jan-14,Jan-14,50,Absolutely Amazing..!,"Wasn't planning on going here but so glad I did.<br/>I spent around 5 hours taking my time... would have spent longer had it not been closing time.<br/>Some amazing contemporary works. Some a bit weird for me - but then that's art.<br/>The interactive, musical, holographic, Asian dancers in the dark on the top floor were outstanding! Best thing I've seen in a while.<br/>Some big visual pieces to mull over around the museum... some born out of not so nice events.<br/>Also, plenty of video installations to take a seat and give one's feet a break.<br/>Staff very approachable and friendly.<br/>Thoroughly recommend this place!"
,,,,,,
